Sysno,ZpZveřejnění,AutořiVšichni,AutořiAV,AutořiVšichniPočet,AutořiRIV,AutořiAVPočet,AutořiKorespondující,BiblCit,BiblCitZdrD,ISBN_ISSN,ISBN_ISSN_ZdrDok,ZeměZveřejnění,Jazyk,PočStran,ImpFaktor,ProjektyCEP,ProjektyOst,VýzZáměr,OrigNázev,PřekladNázvu,KlíčSlova,AnotaceOrig,AnotaceEng,AnotaceCz,KódOborRIV,Pozn,PoznProZprac,Konference,VlastníkZáznamu,VlastníkZáznamuCZ,VlastníkZáznamuANJ,OdevzdáníDoRIV,RokVydání,RokSběru,PočetCitací,DOI,UT WOS,UT SCOPUS,HANDLE,RVO,PlnýText,Int.kód,TechnickéParametry,EkonomickéParametry,NázevVlastníka,ČísloPředpisu,ČísloPatentovéhoSpisu,VlastníkPatentu,DatumUděleníPatentu,KódVydavatelePatentu,Poddruh
"0401849","C","Černoch, M. - Šimíčková, M. - Pecen, Ladislav - Lang, B. - Stratil, P. - Vermousek, I. - Nekulová, M. - Rejthar, A - Chytrý, P. - Šmérková, H. - Křepela, E. - Detáry, A.","Pecen, Ladislav","12","12","1","","Černoch, M.; Šimíčková, M.; Pecen, Ladislav; Lang, B.; Stratil, P.; Vermousek, I.; Nekulová, M.; Rejthar, A; Chytrý, P.; Šmérková, H.; Křepela, E.; Detáry, A. Prognostická cena některých enzymů ve tkáni karcinomu prsu. Praha: SVT ČSAV, 1992. In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických výšetření v onkolgii. Sborník semináře, s. 13-18 [Seminář, Praha, 03.11.1992-05.11.1992, CS].","In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických výšetření v onkolgii. Sborník semináře., s. 13-18","","","CS1","cze","","","","","","Prognostická cena některých enzymů ve tkáni karcinomu prsu","","","","","","","","","Seminář. Praha (CS), 03.11.1992-05.11.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122284","","","","","","","","","","","",""
"0401848","C","Pecen, Ladislav","Pecen, Ladislav","1","1","1","","Pecen, Ladislav. Možnosti návrhu matematických modelů v medicíně. Praha: SVT ČSAV, 1992. In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře, s. 70-72 [Seminář, Praha, 03.11.1992-05.11.1992, CS].","In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře., s. 70-72","","","CS1","cze","","","","","","Možnosti návrhu matematických modelů v medicíně","","","","","","","","","Seminář. Praha (CS), 03.11.1992-05.11.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122283","","","","","","","","","","","",""
"0401847","B","Štuller, Július","Štuller, Július","1","1","1","","Štuller, Július. Distributions. Cours a l'usage des étudiants de Elec 3 - Ener 3 - Mec 3 (Fascicules 1-4) Tunisia: L'Ecole Nationale d'Ingénieurs de Monastir (ENIM), 1992. 70 s.","","","","TN","fre","70","","","","","Distributions. Cours a l'usage des étudiants de Elec 3 - Ener 3 - Mec 3 (Fascicules 1-4)","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122282","","","","","","","","","","","",""
"0401846","B","Štuller, Július","Štuller, Július","1","1","1","","Štuller, Július. Transformations intégrales. Cours a l'usage des étudiants de Elec 3 - Ener 3 - Mec 3 (Fascicules 1-2) Tunisia: L`Ecole Nationale d`Ingénieurs de Monastir (ENIM), 1992. 32 s.","","","","TN","fre","32","","","","","Transformations intégrales. Cours a l'usage des étudiants de Elec 3 - Ener 3 - Mec 3 (Fascicules 1-2)","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122281","","","","","","","","","","","",""
"0401845","C","Wiedermann, Jiří","Wiedermann, Jiří","1","1","1","","Wiedermann, Jiří. Optimal Algorithms for Sorting on Single-Tape Turing Machines. In Leeuwen van, J. (ed.). Algorithms, Software, Architecture. Information Processing '92. Proceedings of the IFIP Vol. 1. Amsterdam: NorthHolland, 1992, s. 306-314. [World Computer Congress /12./, Madrid, 07.09.1992-11.09.1992, ES].","In Leeuwen van, J. (ed.). Algorithms, Software, Architecture. Information Processing '92. Proceedings of the IFIP. Vol. 1. Amsterdam: NorthHolland, 1992, s. 306-314","","","NL","eng","","","","","","Optimal Algorithms for Sorting on Single-Tape Turing Machines","","optimal algorithms","","","","","","","World Computer Congress /12./. Madrid (ES), 07.09.1992-11.09.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","","5","","wos:A1992BX74K00040","","http://hdl.handle.net/11104/0122280","","","","","","","","","","","",""
"0401844","C","Wiedermann, Jiří","Wiedermann, Jiří","1","1","1","","Wiedermann, Jiří. Weak Parallel Machines: A New Class of Physically Feasible Parallel Machine Models. In Havel, I.M.; Koubek, V. (ed.). Mathematical Foundations of Computer Science 1992 Berlin: Springer-Verlag, 1992, s. 95-111. Lecture Notes in Computer Science, 629. ISBN 3-540-55808-X. [MFCS '92, Prague, 24.08.1992-28.08.1992, CS].","In Havel, I.M.; Koubek, V. (ed.). Mathematical Foundations of Computer Science 1992. Berlin: Springer-Verlag, 1992, s. 95-111. Lecture Notes in Computer Science, 629","","3-540-55808-X","DE","eng","","","","","","Weak Parallel Machines: A New Class of Physically Feasible Parallel Machine Models","","","","","","","invited paper","","MFCS '92. Prague (CS), 24.08.1992-28.08.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","","13","10.1007/3-540-55808-X_9","wos:A1992LF69200009","","http://hdl.handle.net/11104/0122279","","","","","","","","","","","",""
"0401843","J","Hájek, Petr","Hájek, Petr","1","1","1","","Hájek, Petr. Musikalische Rhetorik der Choralvorspiele Bachs. European Journal for Semiotic Studies 1992, -, č. 4, s. 659-675. ISSN 1015-0102.","European Journal for Semiotic Studies. 1992, -, č. 4, s. 659-675","","1015-0102","AT","ger","","","","","","Musikalische Rhetorik der Choralvorspiele Bachs","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122278","","","","","","","","","","","",""
"0401841","C","Sláma, Marek - Eben, Kryštof","Sláma, Marek - Eben, Kryštof","2","2","2","","Sláma, Marek; Eben, Kryštof. Databázové systémy v medicíně. Praha: SVT ČSAV, 1992. In Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře, s. 63-64 [Seminář, Praha, 03.11.1992-05.11.1992, CS].","In Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře., s. 63-64","","","CS1","cze","","","","","","Databázové systémy v medicíně","","","","","","","","","Seminář. Praha (CS), 03.11.1992-05.11.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122276","","","","","","","","","","","",""
"0401840","J","Novák, Mirko","Novák, Mirko","1","1","1","","Novák, Mirko. Nealgoritmické zpracování informací - II. část. Computer World 1992, roč. 3, č. 29.","Computer World. 1992, roč. 3, č. 29","","","CS1","cze","","","","","","Nealgoritmické zpracování informací  - II. část","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","","","","","","http://hdl.handle.net/11104/0122275","","","","","","","","","","","",""
"0401839","C","Andrej, Ladislav","Andrej, Ladislav","1","1","1","","Andrej, Ladislav. Entropy Production as New Harmony Fuction. Canberra, 1992. In Proceedings of ACNN'92","In Proceedings of ACNN'92.","","","AU","eng","","","","","","Entropy Production as New Harmony Fuction","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","","","","","","http://hdl.handle.net/11104/0122274","","","","","","","","","","","",""
"0401833","J","Pavlík, Petr","Pavlík, Petr","1","1","1","","Pavlík, Petr. Parallel Hopfield Machine. Neurocomputing 1992, roč. 4, -, s. 89-92. ISSN 0925-2312.","Neurocomputing. 1992, roč. 4, -, s. 89-92","","0925-2312","NL","eng","","","","","","Parallel Hopfield Machine","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","10.1016/0925-2312(92)90046-R","wos:A1992JD95000010","","http://hdl.handle.net/11104/0122268","","","","","","","","","","","",""
"0401832","J","Húsek, Dušan","Húsek, Dušan","1","1","1","","Húsek, Dušan. Siemems Nixdorf Osteuropa GmbH (profil firmy). Computer Echo 1992, roč. 3, č. 4, s. 32. ISSN 0862-870X.","Computer Echo. 1992, roč. 3, č. 4, s. 32","","0862-870X","CS1","cze","","","","","","Siemems Nixdorf Osteuropa GmbH (profil firmy)","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122267","","","","","","","","","","","",""
"0401831","C","Pelikán, Emil - Šmejkalová, Jana","Pelikán, Emil - Šmejkalová, Jana","2","2","2","","Pelikán, Emil; Šmejkalová, Jana. Modely neuronových sítí pro zpracování biologických dat. In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře Praha: SVT ČSAV, 1992, s. 59-62. [Seminář, Praha, 03.11.1992-05.11.1992, CS].","In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře. Praha: SVT ČSAV, 1992, s. 59-62","","","CS1","cze","","","","","","Modely neuronových sítí pro zpracování biologických dat","","","","","","","","","Seminář. Praha (CS), 03.11.1992-05.11.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122266","","","","","","","","","","","",""
"0401830","C","Lukšan, Ladislav","Lukšan, Ladislav","1","1","1","","Lukšan, Ladislav. Numerické metody pro minimalizaci obecné účelové funkce a součtu čtverců. In Programy a algoritmy numerické matematiky 6 Praha: MÚ ČSAV, 1992, s. 74-110. [Programy a algoritmy numerické matematiky /6./, Bratříkov, 15.06.1992-19.06.1992, CS].","In Programy a algoritmy numerické matematiky 6. Praha: MÚ ČSAV, 1992, s. 74-110","","","CS1","cze","","","","","","Numerické metody pro minimalizaci obecné účelové funkce a součtu čtverců","","","","","","","","","Programy a algoritmy numerické matematiky /6./. Bratříkov (CS), 15.06.1992-19.06.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122265","","","","","","","","","","","",""
"0401828","C","Jiřina, Marcel","Jiřina, Marcel","1","1","1","","Jiřina, Marcel. Problém získávání parametrů simulačního modelu. In Vybrané problémy simulačních modelů Ostrava: MARQ, 1992, s. -. [Podzimni severomoravské kolokvium /15./, Ostrava, 14.09.1992-16.09.1992, CS].","In Vybrané problémy simulačních modelů. Ostrava: MARQ, 1992, s. -","","","CS1","cze","","","","","","Problém získávání parametrů simulačního modelu","","","","","","","","","Podzimni severomoravské kolokvium /15./. Ostrava (CS), 14.09.1992-16.09.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122263","","","","","","","","","","","",""
"0401827","J","Hájek, Petr","Hájek, Petr","1","1","1","","Hájek, Petr. Práce s nejistotou v systémech umělé inteligence. Computer Echo 1993, č. 1, s. 29-31. ISSN 0862-870X.","Computer Echo. 1993, č. 1, s. 29-31","","0862-870X","CZ","cze","","","","","","Práce s nejistotou v systémech umělé inteligence","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1993","1920","","","","","http://hdl.handle.net/11104/0122262","","","","","","","","","","","",""
"0401826","J","Hájek, Petr - Montagna, F.","Hájek, Petr","2","2","1","","Hájek, Petr; Montagna, F. The Logic of Pi-1 Conservativity Continued. Archive for Mathematical Logic 1992, roč. 32, č. 1, s. 57-63. ISSN 0933-5846.","Archive for Mathematical Logic. 1992, roč. 32, č. 1, s. 57-63","","0933-5846","DE","eng","","","","","","The Logic of Pi-1 Conservativity Continued","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","6","10.1007/BF01270395","wos:A1992KA20400004","2-s2.0-23944463656","http://hdl.handle.net/11104/0122261","","","","","","","","","","","",""
"0401825","C","Růžička, Pavel","Růžička, Pavel","1","1","1","","Růžička, Pavel. Neural Net Configuration Design Using Theory of Sensitivity and Tolerances. Baltimore, 1992. In Proceedings IJCNN '92, s. 625-630 [IJCNN '92, Baltimore, 07.06.1992-11.06.1992, US].","In Proceedings IJCNN '92., s. 625-630","","","US","eng","","","","","","Neural Net Configuration Design Using Theory of Sensitivity and Tolerances","","","","","","","","","IJCNN '92. Baltimore (US), 07.06.1992-11.06.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122260","","","","","","","","","","","",""
"0401823","C","Zvárová, Jana","Zvárová, Jana","1","1","1","","Zvárová, Jana. Lékařská informatika a onkologie z pohledu světového kongresu o lékařské informatice MEDINFO '92. Praha: SVT ČSAV, 1992. In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře, s. 67-69 [Seminář, Praha, 03.11.1992-05.11.1992, CS].","In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře., s. 67-69","","","CS1","cze","","","","","","Lékařská informatika a onkologie z pohledu světového kongresu o lékařské informatice MEDINFO '92","","","","","","","","","Seminář. Praha (CS), 03.11.1992-05.11.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122258","","","","","","","","","","","",""
"0401822","C","Eben, Kryštof","Eben, Kryštof","1","1","1","","Eben, Kryštof. Diskriminační analýza a příbuzné metody analýzy dat. Praha: SVT ČSAV, 1992. In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře, s. 47-52 [Seminář, Praha, 03.11.1992-05.11.1992, CS].","In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře., s. 47-52","","","CS1","cze","","","","","","Diskriminační analýza a příbuzné metody analýzy dat","","","","","","","","","Seminář. Praha (CS), 03.11.1992-05.11.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122257","","","","","","","","","","","",""
"0401821","C","Pecen, Ladislav","Pecen, Ladislav","1","1","1","","Pecen, Ladislav. Deterministické modely a jejich souvislosti s jinými metodami vhodnými pro vyhodnocováni dlouhodobého monotorování pacientů. Praha: SVT ČSAV, 1992. In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře, s. 53-58 [Seminář, Praha, 03.11.1992-05.11.1992, CS].","In Pecen, L. (ed.). Nové metody analýzy výsledků imunochemických a biochemických vyšetření v onkologii. Sborník semináře., s. 53-58","","","CS1","cze","","","","","","Deterministické modely a jejich souvislosti s jinými metodami vhodnými pro vyhodnocováni dlouhodobého monotorování pacientů","","","","","","","","","Seminář. Praha (CS), 03.11.1992-05.11.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122256","","","","","","","","","","","",""
"0401818","J","Andrej, Ladislav","Andrej, Ladislav","1","1","1","","Andrej, Ladislav. Modely neuronových sítí pro zpracování obrazců a asociativní paměti. Československý časopis pro fyziku 1992, roč. 42, -, s. 507-534. ISSN 0322-7766.","Československý časopis pro fyziku. 1992, roč. 42, -, s. 507-534","","0322-7766","CS1","cze","","","","","","Modely neuronových sítí pro zpracování obrazců a asociativní paměti","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122253","","","","","","","","","","","",""
"0401816","C","Nešpůrek, Stanislav - Pecen, Ladislav","Nešpůrek, Stanislav - Pecen, Ladislav","2","2","2","","Nešpůrek, Stanislav; Pecen, Ladislav. Photochromic Memories Based on 1, 4-Dihydropyridines: A New Approach to the Analysis of Molecular Movements. Orlando: URSI Commission, 1992. In Proceedings of the First World Congress for Electricity and Magnetism in Biology and Medicine, s. - [World Congress, Lake Buena, 14.06.1992-20.06.1992, US].","In Proceedings of the First World Congress for Electricity and Magnetism in Biology and Medicine., s. -","","","US","eng","","","","","","Photochromic Memories Based on 1, 4-Dihydropyridines: A New Approach to the Analysis of Molecular Movements","","","","","","","","","World Congress. Lake Buena (US), 14.06.1992-20.06.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122251","","","","","","","","","","","",""
"0401815","J","Šimičková, M. - Nekulová, M. - Pecen, Ladislav - Vermousek, I. - Stratil, P. - Černoch, M. - Rejthar, A. - Kudličková, Z. - Lorenz, I.","Pecen, Ladislav","9","9","1","","Šimičková, M.; Nekulová, M.; Pecen, Ladislav; Vermousek, I.; Stratil, P.; Černoch, M.; Rejthar, A.; Kudličková, Z.; Lorenz, I. Biochemical Analysis of Cystic Fluid in Patients with Gross Cystic Disease of Breast. Journal of Tumor Marker Oncology 1992, roč. 7, č. 3, s. 97-98. ISSN 0886-3849.","Journal of Tumor Marker Oncology. 1992, roč. 7, č. 3, s. 97-98","","0886-3849","US","eng","","","","","","Biochemical Analysis of Cystic Fluid in Patients with Gross Cystic Disease of Breast","","","","","","","","","International Conference on Human Tumor Markers /9./. Vienna, 06.11.1992-09.11.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122250","","","","","","","","","","","",""
"0401814","J","Nekulová, M. - Šimičková, M. - Pecen, Ladislav - Eben, Kryštof - Vermousek, I. - Stratil, P. - Černoch, M. - Lang, B.","Pecen, Ladislav - Eben, Kryštof","8","8","2","","Nekulová, M.; Šimičková, M.; Pecen, Ladislav; Eben, Kryštof; Vermousek, I.; Stratil, P.; Černoch, M.; Lang, B. Prediction of Dissemination in Breast Cancer Patients Monitored by Tumor Markers and by Other Serum Parameters. Journal of Tumor Marker Oncology 1992, roč. 7, č. 3, s. 96-97. ISSN 0886-3849.","Journal of Tumor Marker Oncology. 1992, roč. 7, č. 3, s. 96-97","","0886-3849","US","eng","","","","","","Prediction of Dissemination in Breast Cancer Patients Monitored by Tumor Markers and by Other Serum Parameters","","","","","","","","","International Conference on Human Tumor Markers /9./. Vienna, 06.11.1992-09.11.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122249","","","","","","","","","","","",""
"0401813","J","Pecen, Ladislav","Pecen, Ladislav","1","1","1","","Pecen, Ladislav. Electrical Signal Processing. International Journal of Electronics 1992, roč. 73, č. 5, s. 1085-1086. ISSN 0020-7217.","International Journal of Electronics. 1992, roč. 73, č. 5, s. 1085-1086","","0020-7217","GB","eng","","0.305","","","","Electrical Signal Processing","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","10.1080/00207219208925773","wos:A1992JX56600060","","http://hdl.handle.net/11104/0122248","","","","","","","","","","","",""
"0401811","J","Holeňa, Martin","Holeňa, Martin","1","1","1","","Holeňa, Martin. Lattice of Neural Network of Architectures. Neural Network World 1992, roč. 2, č. 6, s. 858. ISSN 1210-0552.","Neural Network World. 1992, roč. 2, č. 6, s. 858","","1210-0552","CS1","eng","","","","","","Lattice of Neural Network of Architectures","","","","","","","","","PASE'92. Prague, 07.12.1992-08.12.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0003365","","","","","","","","","","","",""
"0401809","J","Novák, Mirko","Novák, Mirko","1","1","1","","Novák, Mirko. Systémy napodobující myšlení (umělé neuronové sítě) - 10. Neuropočítače. Slaboproudý obzor /Electronic and Informatic Horizon/ 1992, roč. 53, 7/8, P63-P66. ISSN 0037-668X.","Slaboproudý obzor /Electronic and Informatic Horizon/. 1992, roč. 53, 7/8, P63-P66","","0037-668X","CS1","cze","","","","","","Systémy napodobující myšlení (umělé neuronové sítě) - 10. Neuropočítače","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122246","","","","","","","","","","","",""
"0401808","J","Novák, Mirko","Novák, Mirko","1","1","1","","Novák, Mirko. Systémy napodobující myšlení (umělé neuronové sítě) - 9. Realizace složitějších umělých neuronových sítí. Slaboproudý obzor /Electronic and Informatic Horizon/ 1992, roč. 53, 3/4, s. P55-P62. ISSN 0037-668X.","Slaboproudý obzor /Electronic and Informatic Horizon/. 1992, roč. 53, 3/4, s. P55-P62","","0037-668X","CS1","cze","","","","","","Systémy napodobující myšlení (umělé neuronové sítě) - 9. Realizace složitějších umělých neuronových sítí","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122245","","","","","","","","","","","",""
"0401807","B","Novák, Mirko - Faber, J. - Kufudaki, Olga","Novák, Mirko - Kufudaki, Olga","3","3","2","","Novák, Mirko; Faber, J.; Kufudaki, Olga. Neuronové sítě a informační systémy živých organismů Praha: Grada, 1993. 265 s. ISBN 80-85424-95-9.\\nhttp://aleph.lib.cas.cz/F/?func=direct&doc_number=000124311&local_base=AV","","80-85424-95-9","","CS1","cze","265","","","","","Neuronové sítě a informační systémy živých organismů","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1993","1920","1","","","","http://hdl.handle.net/11104/0122244","","","","","","","","","","","",""
"0401806","J","Zvárová, Jana","Zvárová, Jana","1","1","1","","Zvárová, Jana. Světový kongres o lékařské informatice MEDINFO '92. Informační bulletin České statistické společnosti 1992, roč. 3, -, s. 67-69. ISSN 1210-8022.","Informační bulletin České statistické společnosti. 1992, roč. 3, -, s. 67-69","","1210-8022","CZ","cze","","","","","","Světový kongres o lékařské informatice MEDINFO '92","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1992","","","","","http://hdl.handle.net/11104/0122243","","","","","","","","","","","",""
"0401805","J","Preiss, J. - Dvořáková, M. - Zvárová, Jana - Hynek, K.","Zvárová, Jana","4","4","1","","Preiss, J.; Dvořáková, M.; Zvárová, Jana; Hynek, K. Neuropsychologické testy u dvojčat a vliv schizofrenie. Československá psychologie 1992, roč. 36, č. 3, s. 257-266. ISSN 0009-062X.","Československá psychologie. 1992, roč. 36, č. 3, s. 257-266","","0009-062X","CS1","cze","","0.087","","","","Neuropsychologické testy u dvojčat a vliv schizofrenie","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","wos:A1992KL21000006","","http://hdl.handle.net/11104/0122242","","","","","","","","","","","",""
"0401804","C","Zvárová, Jana","Zvárová, Jana","1","1","1","","Zvárová, Jana. New Trends and Perspectives in Medical Informatics, statistics and Epidemiology Education. Szeged: SZOTE, 1992. ISBN 963-7179-51-8. In MEDICOMP '92, s. 328-330 [MEDICOMP '92, Szeged, 29.11.1992-02.12.1992, HU].","In MEDICOMP '92., s. 328-330","963-7179-51-8","","HU","eng","","","","","","New Trends and Perspectives in Medical Informatics, statistics and Epidemiology Education","","","","","","","invited paper","","MEDICOMP '92. Szeged (HU), 29.11.1992-02.12.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122241","","","","","","","","","","","",""
"0401803","C","Zvárová, Jana - Dostál, C. - Ivašková, E.","Zvárová, Jana","3","3","1","","Zvárová, Jana; Dostál, C.; Ivašková, E. On Statistical Analysis of Genetic Risk Factors. Amsterdam: Elsevier, 1992. In Lun, K. C.; Degoulet, P.; Piemme, T. E.; Reinhoff, O. (ed.). MEDINFO '92 - World Congress on Medical Informatics Vol. 2, s. 895-899. [MEDINFO '92, 06.09.1992-10.09.1992].","In Lun, K. C.; Degoulet, P.; Piemme, T. E.; Reinhoff, O. (ed.). MEDINFO '92 - World Congress on Medical Informatics. Vol. 2, s. 895-899","","","NL","eng","","","","","","On Statistical Analysis of Genetic Risk Factors","","","","","","","","","MEDINFO '92, 06.09.1992-10.09.1992)","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0122240","","","","","","","","","","","",""
"0401802","B","Zvárová, Jana - Dostál, C. - Jirků, P. - Kasal, P.","Zvárová, Jana","4","4","1","","Zvárová, Jana; Dostál, C.; Jirků, P.; Kasal, P. Lékařská informatika IV. Expertní a komunikační systémy v medicíně Praha: Universita Karlova, 1992. 123 s. ISBN 80-7066-622-6.\\nhttp://aleph.lib.cas.cz/F/?func=direct&doc_number=001971878&local_base=AV","","80-7066-622-6","","CS1","cze","123","","","","","Lékařská informatika IV. Expertní a komunikační systémy v medicíně","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","1","","","","http://hdl.handle.net/11104/0122239","","","","","","","","","","","",""
"0401801","J","Andrej, Ladislav - Hrycej, David","Andrej, Ladislav - Hrycej, David","2","2","2","","Andrej, Ladislav; Hrycej, David. A new Neural Networks Algorithm for Making Short Term Predictions on Chaotic Time Series. Neural Network World 1992, roč. 2, č. 6, s. 853. ISSN 1210-0552.","Neural Network World. 1992, roč. 2, č. 6, s. 853","","1210-0552","CS1","eng","","","","","","A new Neural Networks Algorithm for Making Short Term Predictions on Chaotic Time Series","","","","","","","","","PASE'92. Prague, 07.12.1992-08.12.1992","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","1920","","","","","http://hdl.handle.net/11104/0003364","","","","","","","","","","","",""
