Sysno,ZpZveřejnění,AutořiVšichni,AutořiAV,AutořiVšichniPočet,AutořiRIV,AutořiAVPočet,AutořiKorespondující,BiblCit,BiblCitZdrD,ISBN_ISSN,ISBN_ISSN_ZdrDok,ZeměZveřejnění,Jazyk,PočStran,ImpFaktor,ProjektyCEP,ProjektyOst,VýzZáměr,OrigNázev,PřekladNázvu,KlíčSlova,AnotaceOrig,AnotaceEng,AnotaceCz,KódOborRIV,Pozn,PoznProZprac,Konference,VlastníkZáznamu,VlastníkZáznamuCZ,VlastníkZáznamuANJ,OdevzdáníDoRIV,RokVydání,RokSběru,PočetCitací,DOI,UT WOS,UT SCOPUS,HANDLE,RVO,PlnýText,Int.kód,TechnickéParametry,EkonomickéParametry,NázevVlastníka,ČísloPředpisu,ČísloPatentovéhoSpisu,VlastníkPatentu,DatumUděleníPatentu,KódVydavatelePatentu,Poddruh
"0473668","J","Martinková, Patrícia - Drabinová, Adéla - Houdek, Jakub","Martinková, Patrícia - Drabinová, Adéla - Houdek, Jakub","3","3","3","","Martinková, Patrícia; Drabinová, Adéla; Houdek, Jakub. ShinyItemAnalysis: analýza přijímacích a jiných znalostních či psychologických testů s využitím R. Testfórum 2016, č. 8, v tisku. E-ISSN 1805-9147.\\nhttp://www.testforum.cz/domains/testforum.cz/index.php/testforum/index","Testfórum. 2016, č. 8, v tisku","","1805-9147","CZ","cze","","","GJ15-15856Y:GA ČR","","","ShinyItemAnalysis: analýza přijímacích a jiných znalostních či psychologických testů s využitím R","ShinyItemAnalysis: Analyzing Admission and other Educational and Psychological Tests in R","analýza testů - položková analýza - teorie odpovědi na položku - odlišné fungování položek - R - Shiny","Tento článek představuje aplikaci ShinyItemAnalysis pro psychometrickou analýzu testů a jejich položek. ShinyItemAnalysis nabízí psychometrické modely v rámci grafického rozhraní pro volně šiřitelné statistické prostředí R a zpřístupňuje tak jeho funkcionalitu širší veřejnosti. Aplikace pokrývá širokou škálu psychometrických metod, od tradiční položkové analýzy až po složitější latentní modely, nabízí cvičné datové soubory, uvádí rovnice modelů, odhady parametrů a jejich interpretaci, jakož i vybraný zdrojový kód, a je tak vhodným nástrojem pro výuku psychometrických konceptů a jejich implementace v R. Aplikace však také nabízí možnost analýzy vlastních dat a generování reportů a aspiruje tak na to být jednoduchým nástrojem pro rutinní analýzu znalostních a psychologických testů a jejich položek. Závěr článku ukazuje, že statistická analýza by měla být rutinní součástí vývoje testů, aby byla zajištěna jejich reliabilita, validita i funkčnost jednotlivých položek. Na příkladu analýzy dat z přijímacího řízení na lékařskou fakultu demonstrujeme, že ShinyItemAnalysis je jednoduchým nástrojem, který může pomoci rutinní analýzu testů provést.","In this paper we introduce ShinyItemAnalysis application for psychometric analysis of educational and psychological tests and their items. ShinyItemAnalysis provides graphical interface and web framework to open source statistical software R and thus opens up its functionality to wide audience. Application covers broad range of methods and offers data examples, model equations, parameter estimates, interpretation of results, together with selected R code, and is thus suitable for teaching psychometric concepts with R. The application also aspires to be a simple tool for routine analysis by allowing the users to upload and analyze their own data and by generating analysis report. We conclude by arguing that psychometric analysis should be a routine part of test development in order to gather proofs of reliability and validity of the measurement. With example of admission test to medical faculty we demonstrate how ShinyItemAnalysis may provide a simple and free tool to routinely analyze tests.","","AM","","inprint *** čeká se na zařazení do prosincového čísla 2016 *** ročník by to mohl být 4","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2016","2018","","","","","http://hdl.handle.net/11104/0270799","RVO:67985807","","","","","","","","","","",""
"0473666","J","Papáček, Š. - Macdonald, B. - Matonoha, Ctirad","Matonoha, Ctirad","3","3","1","","Papáček, Š.; Macdonald, B.; Matonoha, Ctirad. Closed-Form Formulas vs. PDE Based Numerical Solution for the FRAP Data Processing: Theoretical and Practical Comparison. Computers & Mathematics With Applications 2017, roč. 73, č. 8, s. 1673-1683. ISSN 0898-1221.","Computers & Mathematics With Applications. 2017, roč. 73, č. 8, s. 1673-1683","","0898-1221","GB","eng","11","1.398","","ED2.1.00/01.0024:GA MŠk:CZ - LO1205:GA MŠk:CZ","","Closed-Form Formulas vs. PDE Based Numerical Solution for the FRAP Data Processing: Theoretical and Practical Comparison","","fluorescence recovery after photobleaching (FRAP) - parameter estimation - sensitivity analysis - partial differential equation (PDE)","Fluorescence recovery after photobleaching (FRAP) is a widely used method to analyze (usually using fluorescence microscopy) the mobility of either fluorescently tagged or autofluorescent (e.g., photosynthetic) proteins in living cells. The FRAP method resides in imaging the recovery of fluorescence intensity over time in a region of interest previously bleached by a high-intensity laser pulse. While the basic principles of FRAP are simple and the experimental setup is usually fixed, quantitative FRAP data analysis is not well developed. Different models and numerical procedures are used for the underlying model parameter estimation without knowledge of how robust the methods are, i.e., the parameter inference step is not currently well established. In this paper we rigorously formulate the inverse problem of model parameter estimation (including the sensitivity analysis), making possible the comparison of different FRAP parameter inference methods. Then, in a study on simulated data, we focus on how three different methods for inference influence the error in parameter estimation. We demonstrate both theoretically and empirically that our new method based on a solution of a general initial-boundary value problem for the Fick diffusion partial differential equation exhibits less bias and narrower confidence intervals of the estimated diffusion parameter, than two closed formula methods.","","","BA","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2017","2018","","10.1016/j.camwa.2017.02.010","","","http://hdl.handle.net/11104/0270797","","0","","","","","","","","","",""
"0473665","J","Coufal, David","Coufal, David","1","1","1","","Coufal, David. Radial Fuzzy Systems. Fuzzy Sets and Systems 2017, Available online 22 June 2016. ISSN 0165-0114.","Fuzzy Sets and Systems. 2017, Available online 22 June 2016","","0165-0114","NL","eng","","2.098","LD13002:GA MŠk","","","Radial Fuzzy Systems","","fuzzy systems - radial functions - coherence","The class of radial fuzzy systems is introduced. The fuzzy systems in this class use radial functions to implement membership functions of fuzzy sets and exhibit a shape preservation property in antecedents of their rules. The property is called the radial property. It enables the radial fuzzy systems to have their computational model mathematically tractable under both conjunctive and implicative representations of their rule bases. Coherence of radial implicative fuzzy systems is discussed and a sufficient condition for coherence is stated.","","","BB","","inprint online","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2017","2018","","10.1016/j.fss.2016.06.012","","","http://hdl.handle.net/11104/0270796","RVO:67985807","","","","","","","","","","",""
"0473663","J","Lukšan, Ladislav - Vlček, Jan","Lukšan, Ladislav - Vlček, Jan","2","2","2","","Lukšan, Ladislav; Vlček, Jan. New Quasi-Newton Method for Solving Systems of Nonlinear Equations. Applications of Mathematics 2017, published online March 3. ISSN 0862-7940.","Applications of Mathematics. 2017, published online March 3","","0862-7940","CZ","eng","","0.507","GA13-06684S:GA ČR","","","New Quasi-Newton Method for Solving Systems of Nonlinear Equations","","nonlinear equations - systems of equations - trust-region methods - quasi-Newton methods - adjoint Broyden methods - numerical algorithms - numerical experiments","We propose a new Broyden method for solving systems of nonlinear equations, which uses the first derivatives, but is more efficient than the Newton method (measured by the computational time) for larger dense systems. The new method updates QR decompositions of nonsymmetric approximations of the Jacobian matrix, so it requires O(n^2) arithmetic operations per iteration in contrast with the Newton method, which requires O(n^3) operations per iteration. Computational experiments confirm the high efficiency of the new method.","","","BA","","inprint online","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2017","2018","","10.21136/AM.2017.0253-16","","","http://hdl.handle.net/11104/0270795","RVO:67985807","","","","","","","","","","",""
"0473662","J","Horčík, Rostislav","Horčík, Rostislav","1","1","1","","Horčík, Rostislav. On Square-Increasing Ordered Monoids and Idempotent Semirings. Semigroup Forum 2017, roč. 94, č. 2, s. 297-313. ISSN 0037-1912.","Semigroup Forum. 2017, roč. 94, č. 2, s. 297-313","","0037-1912","US","eng","17","0.642","GAP202/11/1632:GA ČR","","","On Square-Increasing Ordered Monoids and Idempotent Semirings","","idempotent semiring - ordered monoid - universal theory - finite embeddability property - decidability","Let V be the variety of square-increasing idempotent semirings. Its members can be viewed as semilattice-ordered monoids satisfying x <= x^2. We show that the universal theory of V is decidable. In order to prove this result, we investigate the class Q whose members are ordered-monoid subreducts of members from V. In particular, we prove that finitely generated members from Q are well-partially-ordered and residually finite.","","","BA","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2017","2018","","10.1007/s00233-017-9853-x","","","http://hdl.handle.net/11104/0270794","RVO:67985807","0","","","","","","","","","",""
"0473577","J","Kalina, Jan","Kalina, Jan","1","1","1","","Kalina, Jan. High-dimensional data in economics and their (robust) analysis. Serbian Journal of Management 2017, roč. 12, č. 1, s. 171-183. ISSN 1452-4864.","Serbian Journal of Management. 2017, roč. 12, č. 1, s. 171-183","","1452-4864","RS","eng","13","","GA17-07384S:GA ČR","GA13-01930S:GA ČR:CZ","","High-dimensional data in economics and their (robust) analysis","","econometrics - high-dimensional data - dimensionality reduction - linear regression - classification analysis - robustness","This work is devoted to statistical methods for the analysis of economic data with a large number of variables. The authors present a review of references documenting that such data are more and more commonly available in various theoretical and applied economic problems and their analysis can be hardly performed with standard econometric methods. The paper is focused on highdimensional data, which have a small number of observations, and gives an overview of recently proposed methods for their analysis in the context of econometrics, particularly in the areas of dimensionality reduction, linear regression and classification analysis. Further, the performance of various methods is illustrated on a publicly available benchmark data set on credit scoring. In comparison with other authors, robust methods designed to be insensitive to the presence of outlying measurements are also used. Their strength is revealed after adding an artificial contamination by noise to the original data. In addition, the performance of various methods for a prior dimensionality reduction of the data is compared.","","","","","inprint *** grant neni v CEP GA17-07384S","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2017","2018","","10.5937/sjm12-10778","","","http://hdl.handle.net/11104/0270706","RVO:67985807","0","","","","","","","","","",""
"0473575","J","Kalina, Jan - Zvárová, Jana","Kalina, Jan - Zvárová, Jana","2","2","2","","Kalina, Jan; Zvárová, Jana. Parametric vs. Nonparametric Regression Modelling within Clinical Decision Support. International Journal on Biomedicine and Healthcare 2017, roč. 5, č. 1, s. 21-27. ISSN 1805-8698.","International Journal on Biomedicine and Healthcare. 2017, roč. 5, č. 1, s. 21-27","","1805-8698","CZ","eng","7","","","","","Parametric vs. Nonparametric Regression Modelling within Clinical Decision Support","","decision support systems - decision rules - statistical analysis - nonparametric regression","Decision support systems represent very complicated systems offering assistance with the decision making process. Learning the classification rule of a decision support system requires to solve complex statistical task, most commonly by means of classification analysis. However, the regression methodology may be useful in this context as well. This paper has the aim to overview various regression methods, discuss their properties and show examples within clinical decision making.","","","","","inprint *** dopsat grant, v breznu 2017 neni v ciselniku ano v CEP The project was supported by the project 17-01251S “Metalearning for extracting rules with numerical conse- quents” of the Czech Science Foundation.","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2017","2018","","","","","http://hdl.handle.net/11104/0270705","RVO:67985807","0","","","","","","","","","",""
"0473442","J","Michael, J. - Martinková, Patrícia - McFarland, J.L. - Wright, A. - Cliff, W. - Modell, H. - Wenderoth, M.P.","Martinková, Patrícia","7","7","1","Michael, J.","Michael, J.; Martinková, Patrícia; McFarland, J.L.; Wright, A.; Cliff, W.; Modell, H.; Wenderoth, M.P. Validating a conceptual framework for the core concept of ""cell-cell communication"". Advances in Physiology Education 2017, -, accepted. ISSN 1043-4046.","Advances in Physiology Education. 2017, -, accepted","","1043-4046","","eng","","1.723","GJ15-15856Y:GA ČR","","","Validating a conceptual framework for the core concept of  ""cell-cell communication""","","conceptual framework - core concept - cell-cell communication - physiology","We have created and validated a conceptual framework for the core physiology concept of ""cell-cell communication"". The conceptual framework is composed of 51 items arranged in a hierarchy that is, in some instances, four levels deep. We have validated it with input from faculty who teach at a wide variety of institutional types. All items making up the framework were deemed Essential to Moderately important. However, some of the main ideas were clearly judged to be more important than others. Furthermore, the lower in the hierarchy an item is the less important it is thought to be. Finally, there was no significant difference in the ratings given by faculty at different types of institutions.","","","AM","","inprint","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2017","2018","","","","","http://hdl.handle.net/11104/0270563","RVO:67985807","","","","","","","","","","",""
"0473435","J","McFarland, J.L. - Price, R.M. - Wenderoth, M.P. - Martinková, Patrícia - Cliff, W. - Michael, J. - Modell, H. - Wright, A.","Martinková, Patrícia","8","8","1","Price, R.M.","McFarland, J.L.; Price, R.M.; Wenderoth, M.P.; Martinková, Patrícia; Cliff, W.; Michael, J.; Modell, H.; Wright, A. Development and validation of the Homeostasis Concept Inventory. CBE-Life Sciences Education 2017, accepted. ISSN 1931-7913.","CBE-Life Sciences Education. 2017, accepted","","1931-7913","US","eng","","1.908","GJ15-15856Y:GA ČR","DUE-1043443:NSF","","Development and validation of the Homeostasis Concept Inventory","","homeostasis - physiology - assessment - concept inventory - undergraduate education","We present the Homeostasis Concept Inventory (HCI), a 20-item multiple choice instrument that assesses how well undergraduates understand this critical physiological concept. We used an iterative process to develop a set of questions based on elements in the Homeostasis Concept Framework. This process involved faculty experts and undergraduate students from associate’s colleges, primarily undergraduate institutions, regional and research intensive universities and professional schools. Statistical results provided strong evidence for validity and reliability of the HCI. We found that graduate students performed better than undergraduates, biology majors performed better than nonmajors, and students perform better after receiving instruction about homeostasis. We used differential item analysis to assess whether students from different genders, races/ethnicities, and English language status performed differently on individual items of the HCI. We found no evidence of differential item functioning, suggesting that the items do not incorporate cultural or gender biases that would impact students’ performance on the test. Instructors can use the HCI to guide their teaching and student learning of homeostasis, a core concept of physiology.","","","AM","","inprint","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2017","2018","","","","","http://hdl.handle.net/11104/0270559","RVO:67985807","","","","","","","","","","",""
"0473434","J","Martinková, Patrícia - Drabinová, Adéla - Liaw, Y.L. - Sanders, E.A. - McFarland, J.L. - Price, R.M.","Martinková, Patrícia - Drabinová, Adéla","6","6","2","","Martinková, Patrícia; Drabinová, Adéla; Liaw, Y.L.; Sanders, E.A.; McFarland, J.L.; Price, R.M. Checking equity: Why DIF analysis should be a routine part of developing conceptual assessments. CBE-Life Sciences Education 2017, accepted. ISSN 1931-7913.","CBE-Life Sciences Education. 2017, accepted","","1931-7913","US","eng","","1.908","GJ15-15856Y:GA ČR","DUE-1043443:NSF","","Checking equity: Why DIF analysis should be a routine part of developing conceptual assessments","","differential item functioning - fairness - conceptual assessments - concept inventory - undergraduate education - bias","This paper provides a tutorial of analytic methods useful for identifying potentially biased items in assessments, known as differential item functioning (DIF) analysis. After explaining a number of methodological approaches, we test for gender bias in two scenarios that demonstrate why DIF analysis is crucial for developing assessments, particularly because simply comparing two groups’ total scores can lead to incorrect conclusions about test fairness. First, a significant difference between groups on total scores can exist even when items are not biased, as we illustrate with data collected during the validation of the Homeostasis Concept Inventory. Second, item bias can exist even when the two groups have exactly the same distribution of total scores, as we illustrate with a simulated data set. We also present a brief overview of how DIF analysis has been used in the biology education literature to illustrate the way DIF items need to be re-evaluated by content experts to determine whether they should be revised or removed from the assessment. Finally, we conclude by arguing that DIF analysis should be used routinely to evaluate items in developing conceptual assessments. These steps will ensure more equitable - and therefore more valid-scores from conceptual assessments.","","","AM","","inprint","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2017","2018","","","","","http://hdl.handle.net/11104/0270560","RVO:67985807","","","","","","","","","","",""
"0473170","C","Vieira, V. - Sahlée, E. - Juruš, Pavel - Clementi, E. - Pettersson, H. - Mateus, M.","Juruš, Pavel","6","6","1","","Vieira, V.; Sahlée, E.; Juruš, Pavel; Clementi, E.; Pettersson, H.; Mateus, M. Improving Estimates of Atmosphere-Ocean Greenhouse Gas Fluxes for Earth-System Modelling. In Ouwehand, L. (ed.). Proceedings of Living Planet Symposium 2016 Vol. ESASP-740. Nordwijk: European Space Agency (ESA), 2016. ISBN 978-92-9221-305-3. ISSN 1609-042X. [ESA Living Planet Symposium 2016, Praha, 09.05.2016-13.05.2016, CZ].","In Ouwehand, L. (ed.). Proceedings of Living Planet Symposium 2016. Vol. ESASP-740. Nordwijk: European Space Agency (ESA), 2016","","978-92-9221-305-3,1609-042X","NL","eng","8","","","","","Improving Estimates of Atmosphere-Ocean Greenhouse Gas Fluxes for Earth-System Modelling","","greenhouse gases - carbon cycle - atmosphere-ocean interaction - atmosphere modelling - ocean modelling","Accurate estimates of atmosphere-ocean balances and fluxes of greenhouse gases and aerosols are fundamental for Earth-System models forecasting the climate change, and for Earth Observation estimates of oceanic sinks and sources coupling satellite imagery with reverse modelling. The standard formulations are 24 and 36 years old, and recent alternatives have emerged. We developed a framework congregating the geophysical processes involved, customizable with alternative formulations, and that can be used as basis for novel couplers of atmospheric and oceanographic model components. We tested it with fine resolution data from the European coastal ocean. Although the solubility formulations agreed well, their minor divergences yielded differences of many tons of greenhouse gases dissolved at the ocean surface. The transfer velocities largely mismatched their estimates, in part consequence of the standard formulation not considering factors that were proved determinant at the coastal ocean. Climate Change research requires further calibration and validation of atmosphere-ocean interactions.","","","DG","","","ESA Living Planet Symposium 2016. Praha (CZ), 09.05.2016-13.05.2016","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2016","2017","","","","2-s2.0-84988453140","http://hdl.handle.net/11104/0270334","RVO:67985807","0","","","","","","","","","",""
"0473167","C","Matěna, V. - Bureš, Tomáš - Gerostathopoulos, I. - Hnětynka, P.","Bureš, Tomáš","4","4","1","","Matěna, V.; Bureš, Tomáš; Gerostathopoulos, I.; Hnětynka, P. Model Problem and Testbed for Experiments with Adaptation in Smart Cyber-Physical Systems. In Proceedings of the 11th International Symposium on Software Engineering for Adaptive and Self-Managing Systems New York: ACM, 2016, s. 82-88. ISBN 978-145034187-5. [SEAMS 2016. International Symposium on Software Engineering for Adaptive and Self-Managing Systems /11./, Austin, 14.05.2016-22.05.2016, US].","In Proceedings of the 11th International Symposium on Software Engineering for Adaptive and Self-Managing Systems. New York: ACM, 2016, s. 82-88","","978-145034187-5","US","eng","7","","","","","Model Problem and Testbed for Experiments with Adaptation in Smart Cyber-Physical Systems","","model problem - self-adaptation - smart cyber physical systems - testbed","In this artifact, we partially address the problem of development of smart Cyber-Physical Systems (sCPS) by providing a concrete model problem and testbed for experimenting with, comparing, and developing new adaptation techniques and algorithms pertinent to sCPS. In particular, our model problem features autonomous robots cooperating opportunistically in a highly dynamic environment with multiple sources of uncertainty and runtime failures. Our testbed provides ROS-based Stage simulation of the model problem reified in a swarm of Turtlebot robots. The testbed ties this to timing-, bandwidth- and mobility-aware simulation of the robot communication (based on OMNeT++). To enable fast prototyping, the testbed abstracts robots as autonomous components (implemented in Java) and allows describing robot communication via dynamic collaboration groups (ensembles). It also points to specific places in the simulation code where adaptation logic can be plugged in","","","JC","","na žádost TB se nehlásí do RIV za UI","SEAMS 2016. International Symposium on Software Engineering for Adaptive and Self-Managing Systems /11./. Austin (US), 14.05.2016-22.05.2016","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","2016","2017","","10.1145/2897053.2897065","","2-s2.0-84974605044","http://hdl.handle.net/11104/0270329","RVO:67985807","0","","","","","","","","","",""
